scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE667922,270000,220000,320000,267811,12823,0.306,0.5578,0.2724,0.5828,0.5832,0.4208,0.4296,0.0366,0.4815,0.4786,0.4134,0.4337,0.3282,0.3353,0.5769,0.4618,0.4702,0.4001,-0.0015,0.5588,0.5521
HE667922,290000,240000,340000,277810,10454,0.2949,0.5752,0.2855,0.5824,0.5784,0.4307,0.4134,-0.0294,0.4395,0.4268,0.414,0.4587,0.3324,0.3318,0.5804,0.4671,0.4679,0.4113,0.0014,0.534,0.5173
HE667922,310000,260000,360000,287806,7366,0.3129,0.5921,0.3061,0.6196,0.6045,0.4733,0.3968,-0.0499,0.4399,0.4124,0.4302,0.4634,0.2684,0.2519,0.5834,0.5135,0.4825,0.4382,7e-04,0.5753,0.5523
HE667922,330000,280000,380000,297808,4457,0.3015,0.6617,NA,0.6665,0.6611,0.4896,NA,NA,0.4977,0.4865,0.3699,NA,0.2415,0.2654,0.502,NA,NA,NA,0.0131,0.4739,0.4632
HE667922,350000,300000,400000,307806,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667916,50000,0,100000,50814,19862,0.2079,0.3939,0.2248,0.3312,0.3299,0.306,0.2833,0.0575,0.2347,0.2251,0.2935,0.3096,0.1269,0.1505,0.3863,0.2398,0.232,0.3633,0.0098,0.267,0.263
HE667916,70000,20000,120000,63486,17203,0.2135,0.3894,0.2287,0.3393,0.3396,0.3159,0.2763,0.0513,0.23,0.2244,0.2902,0.2881,0.114,0.1355,0.3644,0.2388,0.233,0.3614,0.0072,0.2424,0.2495
HE667916,90000,40000,140000,73486,13131,0.2021,0.3947,0.2377,0.318,0.3281,0.2996,0.2934,0.0549,0.2305,0.2315,0.2878,0.3081,0.1127,0.1374,0.3605,0.2334,0.2384,0.3424,0.0151,0.2264,0.2385
HE667916,110000,60000,160000,83494,9382,0.1934,0.4201,0.2598,0.3187,0.3286,0.3101,0.3186,0.0641,0.238,0.2437,0.3008,0.3285,0.1284,0.1486,0.4005,0.2412,0.2514,0.3775,0.0201,0.2483,0.2621
HE667916,130000,80000,180000,93487,4745,NA,0.4095,NA,0.293,0.2974,0.3099,NA,NA,NA,NA,NA,NA,0.1228,0.1522,0.5015,NA,NA,NA,0.0206,0.3337,0.3498
HE667916,150000,100000,200000,103995,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667906,50000,0,100000,13237,3303,NA,NA,NA,0.379,NA,0.2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0136,0.1724,0.1965
HE667906,70000,20000,120000,22923,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667900,50000,0,100000,50821,19201,0.4551,0.4421,0.4581,0.5881,0.4883,0.5647,0.3537,0.0153,0.5937,0.4549,0.6004,0.3279,0.503,0.3341,0.5057,0.5769,0.4394,0.5695,-0.0015,0.1742,0.1327
HE667900,70000,20000,120000,70000,21933,0.3673,0.373,0.3964,0.4861,0.3839,0.4611,0.2357,9e-04,0.4331,0.3149,0.4443,0.2173,0.2832,0.1596,0.295,0.447,0.3101,0.4417,-0.0115,0.1173,0.0878
HE667900,90000,40000,140000,89996,22218,0.2451,0.3147,0.2642,0.3457,0.289,0.3458,0.1839,-0.0011,0.2585,0.1975,0.2974,0.178,0.1457,0.0845,0.2205,0.2432,0.1899,0.3024,-0.0203,0.0714,0.0637
HE667900,110000,60000,160000,110001,24114,0.1537,0.2809,0.176,0.2552,0.225,0.2404,0.1767,0.0069,0.1546,0.1363,0.1801,0.1648,0.0795,0.0511,0.1601,0.1117,0.1094,0.1606,-0.0216,0.0548,0.0535
HE667900,130000,80000,180000,129380,22386,0.149,0.2944,0.164,0.2427,0.2251,0.2299,0.1813,0.0221,0.146,0.1277,0.162,0.1929,0.067,0.0433,0.1441,0.1043,0.0983,0.1323,-0.0208,0.0542,0.0513
HE667900,150000,100000,200000,150000,21480,0.1484,0.3154,0.1552,0.2362,0.2203,0.2469,0.2176,0.0211,0.1418,0.1336,0.1949,0.2205,0.0914,0.0754,0.1954,0.1031,0.0959,0.1718,-0.0136,0.094,0.0855
HE667900,170000,120000,220000,166752,18768,0.1271,0.321,0.1202,0.2337,0.2276,0.2543,0.2438,0.0165,0.1513,0.1529,0.2132,0.253,0.1052,0.0968,0.2313,0.1155,0.1195,0.196,-0.0096,0.1128,0.108
HE667900,190000,140000,240000,176754,14948,0.1156,0.3214,0.1177,0.2426,0.234,0.267,0.2451,0.0143,0.1536,0.1569,0.2214,0.2451,0.1124,0.1044,0.2266,0.1258,0.1225,0.2078,-0.0041,0.1191,0.1054
HE667900,210000,160000,260000,186752,10722,0.0926,0.3071,0.0981,0.2209,0.2177,0.2717,0.2419,0.012,0.1514,0.1527,0.2429,0.2445,0.105,0.0934,0.2386,0.1268,0.1222,0.2362,-0.0021,0.1364,0.1215
HE667900,230000,180000,280000,197088,7347,0.092,0.3169,0.0946,0.2201,0.2124,0.2913,0.2597,-0.0038,0.1461,0.1524,0.2647,0.2561,0.126,0.1158,0.2803,0.1174,0.1236,0.2724,0.0023,0.1651,0.1471
HE667900,250000,200000,300000,206751,2968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667900,270000,220000,320000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667898,50000,0,100000,42644,11640,0.5226,0.5726,0.4878,0.4685,0.5038,0.3386,0.4331,0.0645,0.2896,0.3232,0.5861,0.4434,0.2715,0.3006,0.6345,0.2664,0.3146,0.5613,-0.009,0.5272,0.5549
HE667898,70000,20000,120000,52482,8601,0.5434,0.5868,0.4903,0.4428,0.5011,0.2894,0.4686,0.0127,0.2876,0.3407,0.5141,0.4678,0.2783,0.32,0.5686,0.24,0.3104,0.4676,-0.0076,0.4153,0.4618
HE667898,90000,40000,140000,62467,5003,0.6693,0.6315,0.6029,0.4716,0.5625,0.2386,0.5143,NA,0.3265,0.4124,0.5635,NA,0.305,0.3749,0.5399,0.1855,0.2962,0.4503,-2e-04,0.3548,0.4321
HE667898,110000,60000,160000,72466,2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667898,130000,80000,180000,82464,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667884,50000,0,100000,14419,5227,NA,NA,NA,0.2503,0.2998,0.4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193,0.4981,0.5472
HE667884,70000,20000,120000,24410,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667882,50000,0,100000,14063,5196,NA,NA,NA,0.2274,0.2444,0.3151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0011,0.0537,0.0574
HE667882,70000,20000,120000,23806,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667866,50000,0,100000,46268,13608,0.281,0.5229,0.3707,0.5061,0.4863,0.3503,0.3909,0.0241,0.3577,0.32,0.4628,0.4896,0.4167,0.3558,0.6476,0.4181,0.3737,0.6021,0.0021,0.588,0.575
HE667866,70000,20000,120000,55967,10790,0.3231,0.5161,0.4204,0.4902,0.4809,0.3357,0.3863,0.0417,0.3244,0.3045,0.4746,0.4751,0.3508,0.3072,0.6324,0.3727,0.3475,0.6271,0.0055,0.5564,0.5587
HE667866,90000,40000,140000,65971,7301,0.3246,0.5413,0.4872,0.528,0.5193,0.3556,0.3949,-0.0017,0.3211,0.2971,0.4639,0.5013,0.3205,0.2746,0.6465,0.3841,0.3497,0.6676,0.0075,0.5788,0.5799
HE667866,110000,60000,160000,75969,4978,NA,0.5695,NA,0.4876,0.46,0.3773,NA,NA,0.3286,NA,NA,NA,0.2926,0.2275,0.6564,NA,NA,NA,0.0107,0.4928,0.4823
HE667866,130000,80000,180000,85968,2262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667858,50000,0,100000,50044,21384,0.1252,0.387,0.1323,0.3039,0.2956,0.3191,0.313,0.0176,0.234,0.2185,0.2537,0.3448,0.1508,0.1209,0.2542,0.2192,0.199,0.2499,0.0158,0.0994,0.1223
HE667858,70000,20000,120000,70016,21075,0.1076,0.3736,0.1207,0.2994,0.2856,0.3061,0.3122,0.0156,0.2367,0.2164,0.2502,0.337,0.1573,0.1203,0.2774,0.2215,0.2006,0.2537,0.0103,0.1331,0.1462
HE667858,90000,40000,140000,89999,19993,0.1049,0.3723,0.1159,0.3105,0.2998,0.3153,0.3166,0.0219,0.2468,0.2332,0.279,0.3253,0.1454,0.1214,0.3138,0.2201,0.2057,0.2825,0.0096,0.1914,0.215
HE667858,110000,60000,160000,109997,18787,0.1093,0.3972,0.1132,0.3504,0.3237,0.3382,0.3474,0.0079,0.2899,0.2601,0.2983,0.3641,0.1528,0.1243,0.3379,0.2851,0.2418,0.3075,0.0097,0.2168,0.2215
HE667858,130000,80000,180000,129999,19139,0.0937,0.3767,0.0994,0.344,0.3183,0.3143,0.3396,-0.0021,0.2891,0.2617,0.2786,0.3478,0.1149,0.0899,0.3045,0.2944,0.2464,0.2994,-0.0019,0.2253,0.2171
HE667858,150000,100000,200000,150000,18679,0.078,0.3768,0.0778,0.3567,0.332,0.3198,0.3548,-0.0073,0.3128,0.2852,0.2976,0.3576,0.1149,0.0945,0.3235,0.3169,0.2659,0.3077,-0.0043,0.2397,0.2261
HE667858,170000,120000,220000,169921,19530,0.0761,0.3813,0.0744,0.3595,0.338,0.3251,0.3502,-0.0031,0.3084,0.2851,0.2963,0.3579,0.1011,0.0889,0.3119,0.3166,0.2674,0.3134,-0.0026,0.2205,0.213
HE667858,190000,140000,240000,189979,19257,0.0842,0.4072,0.0832,0.3597,0.3407,0.3277,0.3707,-0.004,0.3103,0.2836,0.2809,0.3927,0.1298,0.1259,0.3092,0.3248,0.2774,0.2995,-0.0045,0.1718,0.1543
HE667858,210000,160000,260000,210000,19802,0.0888,0.4119,0.0948,0.3417,0.337,0.3223,0.356,0.0111,0.2681,0.2589,0.2711,0.3765,0.1362,0.143,0.3385,0.2722,0.2525,0.2959,-0.0016,0.1924,0.1908
HE667858,230000,180000,280000,229997,18318,0.0974,0.422,0.0958,0.352,0.3589,0.337,0.3775,0.0154,0.292,0.2931,0.3006,0.3854,0.1604,0.1667,0.3762,0.279,0.284,0.3103,0.004,0.2427,0.2564
HE667858,250000,200000,300000,250001,18819,0.1119,0.4128,0.1113,0.3303,0.3365,0.327,0.3549,0.017,0.2575,0.2611,0.2732,0.3656,0.1703,0.1754,0.3681,0.2444,0.252,0.2971,0.006,0.2267,0.241
HE667858,270000,220000,320000,270002,18978,0.1277,0.4032,0.1154,0.3141,0.3196,0.3115,0.355,0.0179,0.2535,0.2531,0.2636,0.3638,0.1742,0.1839,0.3509,0.2308,0.2468,0.2784,0.0118,0.2093,0.2218
HE667858,290000,240000,340000,284756,17376,0.1441,0.3838,0.1246,0.3114,0.317,0.3217,0.3256,0.0269,0.2457,0.246,0.2742,0.3219,0.1568,0.162,0.3439,0.2128,0.2326,0.2874,0.0147,0.2226,0.2436
HE667858,310000,260000,360000,294742,13615,0.1453,0.3505,0.1219,0.2738,0.292,0.3025,0.3134,0.0265,0.2399,0.2545,0.2651,0.3024,0.1598,0.164,0.307,0.189,0.2359,0.2626,0.0163,0.1862,0.2196
HE667858,330000,280000,380000,304746,10774,0.1543,0.3459,0.1435,0.2567,0.2598,0.2937,0.2733,0.0102,0.1935,0.1859,0.2256,0.291,0.1332,0.1486,0.2633,0.1694,0.182,0.2468,0.0111,0.1153,0.1155
HE667858,350000,300000,400000,314744,6697,0.1737,0.3479,NA,0.2685,0.268,0.2971,0.2781,NA,0.222,0.201,0.2494,NA,0.1158,0.1352,0.2556,NA,NA,NA,0.0129,0.118,0.113
HE667858,370000,320000,420000,324744,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667846,50000,0,100000,43941,14532,0.4543,0.4318,0.4369,0.4122,0.4163,0.34,0.3539,0.0743,0.3745,0.4155,0.4374,0.3052,0.2731,0.3065,0.3649,0.3718,0.4086,0.4503,0.0094,0.2622,0.2874
HE667846,70000,20000,120000,53877,11164,0.4611,0.4266,0.4507,0.4138,0.4204,0.3265,0.3544,0.0466,0.3806,0.4171,0.4273,0.3109,0.2935,0.3199,0.3642,0.3934,0.4238,0.4534,0.0074,0.2573,0.2891
HE667846,90000,40000,140000,63837,7912,0.5079,0.4351,0.4709,0.4085,0.4298,0.3426,0.3744,0.0028,0.391,0.4537,0.422,0.3379,0.2696,0.3308,0.3109,0.3897,0.4611,0.4068,0.0138,0.162,0.2209
HE667846,110000,60000,160000,73836,4597,0.4853,NA,NA,0.4102,0.4478,0.3666,NA,NA,0.4157,NA,0.4033,NA,NA,NA,NA,NA,NA,NA,0.0107,0.1369,0.2278
HE667846,130000,80000,180000,84055,1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667844,50000,0,100000,10947,3279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667844,70000,20000,120000,20885,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667834,50000,0,100000,50050,7670,0.8003,0.6982,0.7669,0.5728,0.7158,0.4322,0.5069,-0.031,0.3657,0.4949,0.5993,0.3995,0.1233,0.2346,0.4879,0.223,0.4063,0.5151,-0.0202,0.2878,0.472
HE667834,70000,20000,120000,70001,9647,0.7269,0.6311,0.697,0.5461,0.6572,0.442,0.4239,-0.0085,0.3911,0.4733,0.6384,0.3719,0.1841,0.2595,0.5425,0.2975,0.4359,0.5901,-0.0088,0.4117,0.5571
HE667834,90000,40000,140000,82755,8953,0.6985,0.6353,0.6709,0.5516,0.6416,0.4552,0.4331,-0.0031,0.4009,0.4576,0.6641,0.3839,0.2184,0.2659,0.5902,0.3122,0.4169,0.6316,-0.004,0.4667,0.5929
HE667834,110000,60000,160000,92755,7496,0.6683,0.6248,0.645,0.5389,0.619,0.4702,0.4264,-0.0077,0.3997,0.4448,0.6614,0.397,0.2453,0.2841,0.6053,0.3255,0.4164,0.6376,-8e-04,0.48,0.5973
HE667834,130000,80000,180000,102755,5990,0.515,0.4901,0.4806,0.4506,0.4886,0.4779,0.4121,-0.0023,0.428,0.4379,0.6507,0.3849,0.2975,0.3049,0.5998,0.366,0.4066,0.6506,0.0033,0.5026,0.5844
HE667834,150000,100000,200000,112751,4276,NA,NA,NA,0.4396,0.4497,0.5053,NA,NA,NA,NA,NA,NA,NA,0.2987,0.6375,NA,NA,NA,0.0152,0.5934,0.6414
HE667834,170000,120000,220000,122758,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667828,50000,0,100000,10335,2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667828,70000,20000,120000,20280,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667826,50000,0,100000,50392,22759,0.1298,0.3597,0.142,0.2896,0.2841,0.2777,0.2728,-9e-04,0.2074,0.1892,0.2164,0.2849,0.0633,0.0583,0.1388,0.1955,0.1844,0.2171,-0.0078,0.0515,0.0575
HE667826,70000,20000,120000,62650,20472,0.1305,0.3405,0.1372,0.2653,0.2627,0.2492,0.2553,0.0037,0.1848,0.172,0.1889,0.2581,0.07,0.0587,0.1455,0.155,0.157,0.1795,-0.0086,0.0566,0.0598
HE667826,90000,40000,140000,72650,15194,0.1481,0.3628,0.1476,0.2766,0.2807,0.2687,0.2821,0.0169,0.195,0.1847,0.2053,0.2955,0.0932,0.0784,0.1611,0.173,0.1782,0.2011,4e-04,0.0598,0.0672
HE667826,110000,60000,160000,82652,10500,0.1681,0.3541,0.1422,0.2906,0.2806,0.2772,0.3004,0.025,0.2388,0.2127,0.2429,0.3041,0.111,0.0952,0.1795,0.1997,0.2005,0.2232,0.0068,0.0833,0.0813
HE667826,130000,80000,180000,92650,5410,0.2278,0.378,NA,0.3331,0.3275,0.3169,0.3115,NA,0.2576,0.245,0.286,NA,0.1313,0.1235,0.2399,NA,NA,NA,0.0052,0.1263,0.1151
HE667826,150000,100000,200000,102651,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667822,50000,0,100000,50296,16856,0.2204,0.3525,0.1824,0.3125,0.3179,0.3189,0.2561,0.0076,0.1889,0.1943,0.2339,0.2555,0.1046,0.1145,0.2043,0.1563,0.1828,0.214,0.0055,0.0981,0.1035
HE667822,70000,20000,120000,70000,17373,0.2165,0.3554,0.1793,0.3308,0.3333,0.33,0.2583,0.0011,0.2064,0.2096,0.2319,0.2648,0.1015,0.1069,0.1824,0.1826,0.2,0.215,0.0082,0.0855,0.0828
HE667822,90000,40000,140000,90482,18385,0.1961,0.3515,0.1789,0.3228,0.3297,0.3196,0.2658,0.0055,0.2194,0.2211,0.2239,0.2688,0.1108,0.1085,0.1596,0.1921,0.2106,0.1998,0.0081,0.0584,0.0651
HE667822,110000,60000,160000,107101,18061,0.1623,0.3424,0.1686,0.2885,0.295,0.2833,0.2752,0.0079,0.2166,0.2127,0.2131,0.2702,0.1195,0.115,0.1663,0.1837,0.1945,0.1869,0.0078,0.056,0.0602
HE667822,130000,80000,180000,117093,14185,0.1765,0.36,0.1901,0.3021,0.3145,0.2877,0.2792,0.0078,0.2221,0.2231,0.2042,0.2672,0.1299,0.1222,0.1688,0.1846,0.201,0.1743,0.0106,0.06,0.0634
HE667822,150000,100000,200000,127095,10247,0.1966,0.3666,0.2017,0.2998,0.3189,0.3046,0.3009,0.018,0.2343,0.2401,0.2317,0.2883,0.1331,0.1081,0.1801,0.2009,0.208,0.1998,0.0057,0.0573,0.0536
HE667822,170000,120000,220000,137093,6646,0.2157,0.3701,0.2189,0.28,0.3113,0.3095,0.291,NA,0.2276,0.235,0.2395,0.2584,0.1332,0.118,0.1802,0.1654,0.1922,0.1884,3e-04,0.0456,0.0501
HE667822,190000,140000,240000,147093,2553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667822,210000,160000,260000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667816,50000,0,100000,14055,5699,0.2795,0.4401,NA,0.3676,0.3655,0.2664,0.3102,NA,0.1976,0.2082,0.2714,NA,0.1998,0.1999,0.3852,NA,NA,NA,0.0332,0.266,0.2759
HE667816,70000,20000,120000,24050,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667812,50000,0,100000,14759,4415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0389,NA,NA
HE667812,70000,20000,120000,24647,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667810,50000,0,100000,13084,3857,NA,NA,NA,0.3384,0.3564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033,0.6052,0.6293
HE667810,70000,20000,120000,23081,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667808,50000,0,100000,31365,12425,0.1924,0.3776,0.1848,0.2965,0.2921,0.3104,0.3312,0.0358,0.2221,0.2124,0.2777,0.2924,0.1523,0.151,0.3221,0.1484,0.1449,0.2712,0.0098,0.1636,0.1432
HE667808,70000,20000,120000,41495,8371,0.1967,0.3666,0.2018,0.2946,0.2938,0.309,0.2837,0.0257,0.1783,0.1767,0.2558,0.2634,0.1644,0.1554,0.3513,0.1315,0.1303,0.2808,0.0121,0.1777,0.1635
HE667808,90000,40000,140000,51339,4799,NA,NA,NA,0.2281,0.243,0.3018,NA,NA,NA,NA,NA,NA,0.1705,0.1647,0.3628,NA,NA,NA,0.0148,0.184,0.1768
HE667808,110000,60000,160000,61339,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667806,50000,0,100000,7666,3044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667806,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667796,50000,0,100000,7421,2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667796,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667794,50000,0,100000,18824,7133,0.0931,0.3834,0.0885,0.3052,0.2911,0.3517,0.3456,0.0089,0.2531,0.238,0.3337,0.3383,0.1493,0.1586,0.3496,0.2227,0.2048,0.3121,0.022,0.1972,0.1978
HE667794,70000,20000,120000,28664,3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,0.1604,0.1497
HE667794,90000,40000,140000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667788,50000,0,100000,9202,3252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,0.4257,0.4515
HE667788,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE667780,50000,0,100000,50249,18746,0.2668,0.3903,0.2638,0.345,0.31,0.2867,0.3096,0.0731,0.2818,0.2338,0.2738,0.2798,0.233,0.1629,0.2778,0.2344,0.1784,0.2344,0.0266,0.1248,0.1091
HE667780,70000,20000,120000,69998,19069,0.249,0.3905,0.2629,0.3332,0.3075,0.2899,0.2921,0.0506,0.2491,0.2059,0.256,0.2794,0.2133,0.1602,0.2822,0.2113,0.165,0.2405,0.0156,0.145,0.1366
HE667780,90000,40000,140000,89716,17449,0.2484,0.3815,0.2604,0.3212,0.3012,0.3053,0.3031,0.0507,0.2493,0.2161,0.2816,0.2856,0.1908,0.1608,0.2898,0.202,0.1589,0.2612,0.0084,0.1578,0.1537
HE667780,110000,60000,160000,109995,15963,0.2951,0.4016,0.2989,0.3386,0.3326,0.3443,0.3112,0.0363,0.2627,0.2499,0.335,0.2795,0.1832,0.1535,0.3143,0.2003,0.1815,0.3006,0.0101,0.1846,0.1848
HE667780,130000,80000,180000,130004,17002,0.2876,0.3836,0.2449,0.3353,0.3145,0.2998,0.2943,0.0341,0.2612,0.2401,0.3162,0.2802,0.1941,0.1531,0.3273,0.2001,0.1642,0.2735,0.0212,0.2104,0.2037
HE667780,150000,100000,200000,150002,18296,0.3053,0.4046,0.2743,0.3746,0.3307,0.3028,0.2569,0.0306,0.2464,0.2045,0.2929,0.27,0.2087,0.1544,0.3342,0.2243,0.1644,0.2666,0.0314,0.2281,0.2044
HE667780,170000,120000,220000,170001,17784,0.3474,0.4033,0.2905,0.3789,0.3273,0.3014,0.2781,0.0604,0.2725,0.2225,0.3262,0.2751,0.2026,0.1329,0.3195,0.2346,0.1719,0.2753,0.0342,0.2247,0.1851
HE667780,190000,140000,240000,190118,19258,0.3724,0.3864,0.2896,0.3609,0.3157,0.2894,0.2972,0.0895,0.2867,0.2362,0.3396,0.2584,0.2053,0.1288,0.3036,0.2293,0.1653,0.2706,0.0379,0.1937,0.1727
HE667780,210000,160000,260000,207925,19615,0.3309,0.3731,0.2596,0.3353,0.2814,0.2412,0.288,0.0904,0.264,0.1945,0.2951,0.2665,0.2056,0.1305,0.3001,0.2274,0.1451,0.2452,0.0345,0.1808,0.158
HE667780,230000,180000,280000,229998,15214,0.3463,0.3742,0.2655,0.3301,0.2773,0.2465,0.2939,0.0956,0.2619,0.1887,0.3093,0.2536,0.1979,0.1222,0.2851,0.228,0.145,0.2543,0.0335,0.169,0.1431
HE667780,250000,200000,300000,250002,13255,0.3194,0.3407,0.2236,0.2635,0.2259,0.2199,0.3231,0.0995,0.2776,0.2062,0.3201,0.2673,0.2077,0.1271,0.2929,0.2009,0.1343,0.2489,0.0417,0.1455,0.1393
HE667780,270000,220000,320000,269914,12825,0.3698,0.3938,0.2822,0.3845,0.2888,0.2507,0.3598,0.1014,0.3955,0.2345,0.3454,0.315,0.3892,0.2253,0.3582,0.3246,0.1536,0.2725,0.082,0.1403,0.1349
HE667780,290000,240000,340000,290000,12183,0.4178,0.4715,0.386,0.5085,0.3536,0.3387,0.4449,0.0747,0.4997,0.282,0.3724,0.4632,0.4876,0.2607,0.4035,0.4849,0.2499,0.3283,0.1538,0.1665,0.143
HE667780,310000,260000,360000,319984,11395,0.4896,0.5053,0.4306,0.5873,0.4195,0.4167,0.5022,0.095,0.6124,0.3761,0.494,0.4963,0.5784,0.3205,0.4592,0.5795,0.3135,0.418,0.2084,0.2023,0.191
HE667780,330000,280000,380000,330000,12064,0.4915,0.507,0.4301,0.5855,0.4204,0.4147,0.503,0.1039,0.6205,0.3913,0.5012,0.4939,0.585,0.3364,0.4788,0.5789,0.3153,0.4207,0.2042,0.2379,0.2229
HE667780,350000,300000,400000,350002,12454,0.5434,0.5512,0.4644,0.5991,0.4291,0.4389,0.5736,0.1524,0.6587,0.4248,0.5738,0.5512,0.6412,0.3825,0.5277,0.6014,0.3157,0.484,0.2023,0.245,0.2286
HE667780,370000,320000,420000,369789,12319,0.5337,0.6438,0.5221,0.5275,0.432,0.4742,0.6169,0.11,0.5711,0.4145,0.6246,0.6391,0.5729,0.3758,0.6945,0.5456,0.3435,0.6148,0.1332,0.4021,0.3985
HE667780,390000,340000,440000,389700,9995,0.5186,0.6557,0.5072,0.4498,0.3952,0.441,0.6053,0.1034,0.535,0.4061,0.6778,NA,0.5743,0.41,0.7684,0.482,0.3257,0.7072,0.0831,0.4919,0.4596
HE667780,410000,360000,460000,410001,10057,0.4814,0.6257,0.4871,0.4037,0.3497,0.3903,0.554,0.0656,0.4604,0.3359,0.6277,0.5913,0.5298,0.3775,0.7519,0.4072,0.2628,0.6645,0.058,0.4978,0.4508
